date,text
03/04/2014 11:36,Delighted to receive my #PfizerBioNTech vaccine today in @CUH_Cork. A huge and heartfelt thank you to the most amaz… https://t.co/bTwygsDg6I
09/08/2015 12:17,Great collaboration with @CorkKerryCH &amp; @HrSswhg initial roll out #CovidVaccine #CKCH @macotead receiving her vacci… https://t.co/1Mbl68ICIy
09/05/2010 10:50,"@DailyMailUK Good decision, I am happy Pfizer got involved, I wouldn’t trust the “Experts “ in this country. Every… https://t.co/OPKvbpSl0Z"
24/06/2008 21:03,"How #Israel launched the world’s fastest #COVID19 vaccination drive💉
https://t.co/VSuytqFq3S
#Coronavirus… https://t.co/Bda1dpoTW6"
15/04/2020 08:04,Thank you for this email. Indeed all vaccine makers including #PfizerBioNtech and #modernavaccine mutated the PRRA… https://t.co/1oFuxbrFEX
10/03/2012 08:03,"@rhysblakely @adamboultonSKY #PfizerBioNTech tell me NO under no circumstances, #Moderna no reply, #AstraZeneca No.… https://t.co/hXO7GTKwJu"
18/07/2013 09:13,@asmo17 Is this not a American Media @Reuters attempt to create doubt &amp; discredit potential cheap competetior Briti… https://t.co/tTznSPUZ4C
26/03/2020 10:13,"Will someone in our corrupt, crony-loving Govt explain the efficacy of a 12 week, second dose, delay when… https://t.co/I5olb32101"
17/07/2020 18:43,"😮😳🤔 #PfizerBioNTech vaccin not developed in lab but behind pc, and in couple days https://t.co/Egk2xcH7ZY"
11/12/2012 07:46,"Today I had soreness at the injection site, a low grade fever, body aches, and a bit of nausea. This is the body bu… https://t.co/6gX0AOq4kf"
11/12/2012 07:46,On the last day of 2020 I administered #CovidVaccine at a clinic at a skilled nursing facility and got my first dos… https://t.co/8k9YHxSBSc
10/03/2012 08:03,@Yazzy_321 @VesperUK @PippaCrerar @pfizer should stop shipping the vaccine to ANY country breaking with their proto… https://t.co/4o95zDyPQ0
17/05/2009 16:02,#coronavirus: @WHO clears @BioNTech_Group #vaccine for emergency use https://t.co/nhKTh4adzk via @environewsng… https://t.co/d5XBff3m4x
15/12/2017 11:45,"#PfizerBioNTech #WHO 
#CoviShield vaccine from #SerumInstituteIndia approved by #GovtOfIndia for dry run #MockDrill https://t.co/XqWMgv7lUL"
15/12/2017 11:45,"#WorldHealthOrganization approves #PfizerBioNTech 
for #CoronaVirus treatment. 
@WHO https://t.co/JOiPgO7qIi"
15/11/2020 16:52,"The Planning Disaster: Germany and Europe Could Fall Short on Vaccine Supplies 

#EU #Europe #Europe #Europa… https://t.co/G1YtZJVBHo"
14/06/2020 01:56,What a great way to kick off 2021! #PfizerBioNTech #HappyNewYear https://t.co/rSIyfVZUy2
20/02/2015 16:01,"If #Covishield can be stored at a higher and more convenient temperature, just curious as in why it’s not in demand… https://t.co/sEc4CjdkCC"
19/03/2011 04:17,"#KatalinKarikó #mRNAvaccine
#PfizerBioNTech #Moderna
""Image of the exponential infection spread""

https://t.co/SZK44C0aWw"
16/12/2008 09:44,"The @WHO on Thursday granted emergency validation to the Pfizer-BioNTech vaccine, paving the way for countries worl… https://t.co/oxDrh2IrHB"
28/11/2008 15:39,"#Pfizer and #BioNTech to offer COVID-19 vaccine to volunteers who got placebo by March this year

#PfizerBioNTech… https://t.co/SY6QX9vGt0"
20/04/2009 09:17,@RameshRaoAKS @NajibRazak @ahmadmaslan @KKMPutrajaya folks! green light from @WHO on usage of #PfizerBioNTech vacci… https://t.co/FrqLv3FKMx
20/04/2009 09:17,@RameshRaoAKS what are they waiting for bro? @WHO has already approved the usage of #PfizerBioNTech and… https://t.co/JU9viZR79m
14/06/2011 20:08,@OwenJones84 Basically a lot of very old people have been put on a vaccine trial - that is contrary to #Pfizer's ow… https://t.co/R94qwPxxM4
21/02/2010 14:24,#NewYear2021 🎊🎆 @UF @UFHealth WHAT better start could I ask for ❤️#blessed 😇 #grateful 🙏🏻 #vaccinated 💉… https://t.co/Kkj87DKz9E
10/12/2011 21:38,#COVID19 #COVID19USA #COVID19Vaccine #vaccination #VaccinoAntiCovid #Vaccinatie #PfizerBioNTech @pfizer… https://t.co/KSK95cOSpq
05/01/2010 16:17,The US Food and Drug Administration says this could make it harder to continue collecting data on effectiveness.… https://t.co/Ex7gQa8sKm
28/12/2010 19:17,"My friend who has come out of retirement to administer #CovidVaccine , reports that a senior manager spent much of… https://t.co/VToREhgwTG"
13/06/2009 17:46,"What happened to ""following the science""?? 😡 (Also, seriously? A u-turn on day one of 2021?)  #PfizerVaccine… https://t.co/IGaL5O9lDm"
04/04/2011 13:06,It’s on the #PfizerBioNTech notice in Belgium. Risk is under 1/1000. #AstraZeneca is not a mRNA vaccine and using a… https://t.co/d2IblhkcTZ
11/03/2018 12:03,"I wish everyone in the world would take this scientific approach to any information they come across! Alas, people… https://t.co/mPUfhuOeS8"
09/04/2019 03:45,What has the Covid vaccination status taught us thus far: “Execution” eats “Science and Discovery” for lunch when i… https://t.co/xcpdg1luXG
20/05/2009 10:39,@d7d77d777 @UKEmigration2EU @Ninjafairy2 @Richard_Alonzo @nosheepzone @Mike78894815 @Conservatives I now declare I'… https://t.co/5vNwLNmEvN
23/07/2010 07:21,$FDX $UPS added recently to hold as the principal vaccine delivery options. Probability of benefiting from related… https://t.co/tJk5YOqjOD
18/03/2011 22:41,The #PfizerBioNTech #vaccine was trialed with a second dose at between 19 and 42 days. It is crazy to switch to a m… https://t.co/pcESGR1dvS
11/08/2020 15:09,Truly grateful to receive the #PfizerBioNTech vaccine today but also to be a (small 😷🍫) part of the team that kicke… https://t.co/KqnjF3ZtU3
15/12/2014 21:28,@MarkPawsey You need to answer serious questions about your continuing #ToryIncompetence over #Covid19UK… https://t.co/KlSpPs9sIh
25/10/2015 02:12,"Now 48 hrs out from dose 1. Arm soreness is totally gone now. Woke up with a little runny nose this am, but hard to… https://t.co/peIy5ztUcE"
08/06/2012 12:17,@timcollins999 @Jopo_dr @doctor_oxford @BorisJohnson @MattHancock @GavinWilliamson I have not heard from Johnson an… https://t.co/gslyQqe97P
08/03/2009 19:51,"😲 First dose done !! Second dose March 20th ☺️👍

#covid_19  #pfizerbiontech #vaccination… https://t.co/tkSOrk8n1q"
30/01/2019 08:56,"My mum and dad, who are both doctors, got the first dose of the #COVID19 #PfizerBioNTech vaccine today in #Italy! A… https://t.co/8dRpKqDK7e"
02/11/2012 09:08,This offers some reassurance for those also upset &amp; angry about NYE gvt postponement #PfizerBioNTech 2nd dose beyon… https://t.co/eJkDQQz2aZ
08/05/2010 13:21,A team of experts led by allergists at Massachusetts General Hospital (MGH) in the #US has assured that people with… https://t.co/nlRHF0Q63P
16/05/2019 17:32,Let me also remind you that these were the countries that hosted much of the vaccine trials. Pharmaceutical big sho… https://t.co/XRjHpoRhGz
27/12/2018 15:15,@stephengray54 Yep I said that when the #PfizerBioNTech was approved
09/02/2009 18:34,Happy New Year! I've had a lovely day vaccinating more @MFTnhs staff and Care home staff. #covid19 #covidvaccine #PfizerBioNTech
06/02/2020 15:15,I wonder what #PfizerBioNTech think about our #Toryscum govt deciding to give 2nd jab after 12wks and not the 3 tha… https://t.co/LkrUyyBBrA
19/05/2010 15:28,#UK: Covid vaccine: chief medical officers defend rescheduling of second doses | @NicolaKSDavis @LindaGeddes… https://t.co/ms65iyzrMa
22/08/2020 19:24,"""AN ELDERLY PERSON DIED A DAY AFTER THE VACCINATION.""
This happened in a nursing home in Kalmar County, Sweden.
Acc… https://t.co/e64ns5z2p5"
08/01/2009 10:52,"@TX_WalkerRanger Well, he always has some lies to tell ... btw, the Pfizer vaccine was developed by the German Comp… https://t.co/7CxtdWivcC"
09/05/2009 08:40,Just had the 1st dose. We are so lucky to have this opportunity. Thanks to the vaccination teams for such a painles… https://t.co/v6wtJRkaHZ
04/06/2015 08:23,@ndtv I shall better wait for #PfizerBioNTech and #Moderna vaccine availability in India before rushing for a shot.… https://t.co/cFHJKepBJO
28/07/2014 13:32,"On delayed #PfizerBioNTech booster
A useful thread
c/o @pash22 https://t.co/7VbQJ2Qro2"
19/04/2018 10:11,"#Poland will use up the first batch of 300,000 #PfizerBioNTech #coronavirus #vaccines by Monday, but a second ident… https://t.co/7DL7rKIEOU"
11/03/2010 06:59,"Next #Nobel
Thanks, .@kkariko ♥️
.@EmmanuelMacron .@JoeBiden .@olivierveran .@NobelPrize .@BioNTech_Group .@Pfizer… https://t.co/KJaTRmbUMR"
14/01/2013 14:32,"@DrNeilStone @OutbreakJake Delaying the second dose may be reasonable for the #Oxford/AZ vaccine, where there is so… https://t.co/QpQK5p0irX"
11/04/2019 09:54,"@EllenAgreaux @dr_l_alexandre @EmmanuelMacron @VannesInside USA : Wrong !
Americans received just over 3 MILLION in… https://t.co/ewcV5aiYDe"
14/01/2013 14:32,#PfizerBioNTech vaccine second dose must be given 21 days after the first. No research evidence for delaying it to… https://t.co/GcMnJC3XyT
05/09/2020 06:52,@farinooshd Had mine too on December 28th. Feeling great. #PfizerBioNTech #PfizerVaccine
18/07/2011 12:54,@JDBakewell @terryelaineh1 I prefer to trust #PfizerBioNTech seeing as they developed it and based all their trials… https://t.co/wQGeGvhGYR
15/01/2020 09:21,"#CovidVaccine cost comparison for those debating cause of UK
#CovidVaccineDelays

#PfizerBioNTech: UK Govt paid £24… https://t.co/13thC9Kmss"
01/06/2010 21:30,"Pfizer: ""No data"" to show single dose of vaccine offers protection after 21 days - #COVID19 #VaccinesWork… https://t.co/j49wMBMtpV"
04/06/2015 08:23,How safe it is to trust on effectivity of made in India COVID-19 vaccines? The manner they are hurrying through the… https://t.co/dQqEpyx0mP
23/03/2014 15:26,The #ukgovernment can’t even vaccinate properly or ethically. What can they get right? This is all kinds of wrong!… https://t.co/4aCvVVSx2v
10/03/2012 08:03,@MattHancock Like minded!! You going to be lonely. Delaying #PfizerBioNTech vaccine is a monumental mistake that wi… https://t.co/51rzxlGiXI
24/03/2019 07:32,"#PfizerBioNTech #COVIDVaccine needs to be stored at -60°C to -90°C, thus making it more challenging to be deployed… https://t.co/8avs0Rk0gn"
10/03/2012 08:03,Virologist from Imperial College London tells me this 12wk delay for 2nd vaccine shot is suicide. It is TOTALLY uns… https://t.co/vVdbDrXP4k
24/03/2019 07:32,#WHO Emergency Use Listing (EUL) has allowed the countries to pace-up their own regulatory approval processes to im… https://t.co/5Wk4tM4jP2
24/03/2019 07:32,"Regulatory experts from all over the world reviewed the data on the #PfizerBioNTech vaccine’s safety, efficacy &amp; qu… https://t.co/Ml9Guubt1Z"
23/11/2015 11:47,#SaudiArabia has deployed the #PfizerBioNTech vaccine recently and made it available for free to all citizens and r… https://t.co/aDmSL4erjj
26/02/2019 11:58,Both these vaccines were recently given nod for emergency use by the US Food and Drug Administration (FDA).… https://t.co/hT5uekPQi1
08/05/2010 13:21,More than half a million doses of the #PfizerBioNTech #vaccine have arrived in #SaudiArabia. The authorities are li… https://t.co/qM5Vp3a2tz
09/06/2013 17:31,Hopefully protected from this horrible virus and protecting those around me 💉 @StockportNHS we can do this!!… https://t.co/M0PJoSCQtC
02/10/2014 20:07,#PfizerBioNTech #vaccine first off the block to get #WHO nod for emergency use.  Enables @UNICEF &amp; other health org… https://t.co/2C0eHP7sJ5
06/05/2020 01:59,"@TimsyJaipuria But if WHO, US, EU and so many countries have given EUA and millions have been inoculated with… https://t.co/E1fx8l2YMr"
07/11/2013 00:01,When will you be eligible for the Covid vaccine? https://t.co/Tr73b0Ij5v #COVID19 #coronavirus #vaccine #UK #NHS… https://t.co/hzDGVNWxMg
19/04/2016 19:06,"Alomst 1M out of 9 Ms people had been vaccinated in 10 days in #Israel #COVAX #COVID19 #PfizerBioNTech 
What about your country?!"
06/07/2018 05:33,"WHO Clears Pfizer-BioNTech Vaccine For Emergency Use 
#WorldHealthOrganisation #WHO #PfizerBioNTech @BioNTech_Group… https://t.co/kNnrM4nZ7R"
06/05/2020 01:59,Now even @WHO has given EUA to #PfizerBioNTech Covid vaccine. What is India waiting for?? Millions injected 1st dos… https://t.co/ulNXV2INEw
06/05/2020 01:59,Now even @WHO has given EUA to #PfizerBioNTech Covid vaccine. What is India waiting for??? @CDSCO_INDIA_INF… https://t.co/N7cC7zUb5N
19/09/2016 17:48,"WHO approves Pfizer Covid-19 vaccine for emergency use 

#COVID19 #CovidVaccine #WHO #PfizerCovidVaccine… https://t.co/rox4dv46eA"
11/10/2018 05:32,"#PfizerBioNTech vaccine, first to receive emergency validation from #WHO since the (novel coronavirus) outbreak beg… https://t.co/3lpko6RC9l"
07/11/2013 00:01,WHO lists Pfizer-BioNTech COVID vaccine for emergency use https://t.co/DLPkWQtPew via @AJEnglish #COVID19… https://t.co/jguHMLilbj
25/04/2015 04:37,"#WHO Grants Pfizer-BioNTech #Coronavirusvaccine  For Emergency Use #PfizerBioNTech 
https://t.co/OQt5d18isy"
07/02/2017 02:59,Pfizer/BioNTech vaccine becomes the first Covid-19 vaccine to receive emergency use validation from the World Healt… https://t.co/BMfDRUMPJ9
27/12/2013 19:58,"The World Health Organisation (#WHO) on Thursday, December 31, granted emergency validation to the #PfizerBioNTech… https://t.co/C78jfF0FEx"
30/04/2019 15:30,"Welcome Move !
#COVID19 #coronavirus #Pfizer #PfizerVaccine #PfizerBioNTech
https://t.co/BwcN6bSZT0 https://t.co/BDK4SUgM9O"
18/09/2013 14:08,"The World Health Organization has listed Pfizer-BioNTech’s COVID-19 vaccine for emergency use

#lka #SriLanka #DN… https://t.co/DXH90mk6AP"
09/07/2009 09:04,"#NSTworld  #Britain said on Thursday that it had vaccinated almost 950,000 people, as a surge in #coronavirus cases… https://t.co/wbqsv7DuS7"
10/03/2012 08:03,It’s stupid vaccinating twice as many people if they have to wait 12wks for the 2nd dose and #PfizerBioNTech warn t… https://t.co/Pv19ClLCGn
11/02/2009 08:21,#WHO grants 'emergency validation' to #PfizerBioNTech #vaccine https://t.co/HGwtqEegej
02/11/2011 20:46,"WHO's gift on New Year, clears Pfizer-BioNTech COVID vaccine for emergency use

▪️The #PfizerBioNTech Covid-19 vacc… https://t.co/uT6U7rcKzx"
26/04/2020 01:37,"Here’s a great article: https://t.co/zUFB3v5bU4 
#CovidVaccine producers can consider removing this motif to reduce… https://t.co/FfKKaKhovH"
31/03/2020 00:06,"Grateful to receive this vaccine. Thankful for #Pfizer #PfizerBioNTech #wellspan, all of the scientists, researcher… https://t.co/K0C7KNjCEo"
30/06/2020 02:26,"WHO Clears Pfizer-BioNTech COVID-19 Vaccine For Emergency Use

https://t.co/Gbbg85LCvV

#COVID19 #COVID19vaccine… https://t.co/YQAeNGTDrd"
13/08/2017 14:29,"Morning Brief | Pfizer gets WHO approval, India's first 'mysterious' monolith &amp; guess who made it to Gal Gadot's wo… https://t.co/BTwFWgLFU3"
25/07/2010 02:31,We are being experimented on! #oxfordastrazeneca #vaccine #SARSCoV2 #experimentalvaccine #MedicalTyranny… https://t.co/UoOHFnXqzV
26/07/2016 07:24,2021 begins on a good note. Pfizer has become the first COVID vaccine to be approved by the WHO. This gives a green… https://t.co/sGIlfpEiXq
23/12/2019 20:22,"FT People of the Year 2020:
Dr. Ugur Sahin and Dr. Ozlem Tureci

- the scientists couple behind the #Pfizer… https://t.co/byRCE1fPNh"
01/04/2014 17:10,"https://t.co/DH5jzeeOnc
https://t.co/pJnsf7jaTp

Respectively the two papers, both on the #NEJM, reporting safety a… https://t.co/44QeODURbK"
27/05/2015 05:34,"Pfizer-BioNTech vaccine gets ‘emergency validation’ by WHO 
#LatestNews #PfizerBioNTech 
https://t.co/UmaGEiKjd8"
07/09/2017 00:14,"2/ Neither the #PfizerBioNTech nor #Moderna #COVID19 mRNA vaccines are formulated with any food, drugs, or latex, b… https://t.co/DsCB2aCekf"
16/06/2008 16:10,"#WHO grants 'emergency validation' to #PfizerBioNTech #Vaccine https://t.co/gFQWvhyXi7 

#Pandemic"
11/05/2009 12:25,"#WHO Grants 'Emergency Validation' For #PfizerBioNTech #CovidVaccine, Paving Way For Global Access
https://t.co/KJ5yXBM3AS"
12/12/2011 08:37,The @WHO lists Pfizer-BioNTech’s COVID-19 vaccine for emergency use. UN said aims to make the vaccine more readily… https://t.co/646uLWkkRD
09/07/2009 09:04,"#NSTworld The World Health Organisation on Thursday granted emergency validation to the #PfizerBioNTech #vaccine, p… https://t.co/IGK92gZP8t"
06/06/2010 07:38,The @WHO lists Pfizer-BioNTech’s COVID-19 vaccine for emergency use. UN said aims to make the vaccine more readily… https://t.co/1rnzgNTvoT
30/12/2012 14:41,The WHO lists Pfizer-BioNTech’s COVID-19 vaccine for emergency use - a critical step the United Nations health agen… https://t.co/G0hRAR20qa
10/03/2010 10:10,The WHO lists Pfizer-BioNTech’s COVID-19 vaccine for emergency use - a critical step the United Nations health agen… https://t.co/JDUUs6pGtq
07/02/2017 05:41,"#WHO Clears Pfizer-BioNTech Coronavirus Vaccine for Emergency Use
@WHO #PfizerBioNTech #PfizerVaccine #CovidVaccine… https://t.co/UwlJEYuiJY"
01/06/2015 14:00,"WHO issues emergency use validation for Pfizer, BioNTech COVID-19 vaccine
@WHO 
#PfizerBioNTech… https://t.co/HZiC7fsk0W"
13/01/2019 18:33,"#PfizerBioNTech's vaccine is the first to get #WHO's 'emergency validation'.
Read more: https://t.co/tWC6TEvXbH"
16/03/2019 15:14,"https://t.co/Z3j0NbDUbq    Domain  Is For Sale! 
''The World Health Organization WHO listed the Pfizer/BioNTech vac… https://t.co/eSWmZx2aHW"
28/05/2013 00:11,"#UPDATE The World Health Organization granted emergency validation to the #PfizerBioNTech vaccine, paving the way f… https://t.co/zpthG6cP5l"
02/06/2012 01:34,"“Vaccines are one of the biggest Public Health victories in human history”

Thankful and grateful for… https://t.co/ZEnporaYFW"
28/10/2011 23:00,The only symptom I am experiencing right now is complete and utter relief. This year has been rough on everybody bo… https://t.co/RoyRTW48ct
30/12/2015 22:35,#HappyNewYearsEve received my #first #dose of #PfizerBioNTech #Covid19vaccine today I’m #thankful and #grateful… https://t.co/0p1FvDSDSI
05/01/2010 16:17,This opens the way for regulators worldwide to quickly approve its import and distribution. #FMTNews #WHO #Vaccine… https://t.co/VtwiZV3OfG
11/05/2018 09:33,First dose of #PfizerBioNTech vaccine received. There is light at the end of the tunnel #CovidVaccine https://t.co/o3x8PZjSUN
29/09/2017 20:14,"💉✅⛔️To vax or not to vax?
☪️Check out my latest article published by @BritishIMA regarding the Pfizer-BioNTech vacc… https://t.co/KueO4MSfzL"
08/06/2012 12:17,This is in contrast to what @BBCHughPym has just said on @BBCPolitics news at 22:00 tonight about the efficacy of t… https://t.co/fx9UeyPsiX
31/12/2009 14:37,Got my COVID 19 vaccine! Cheers to scientists who faced rejections yet believed in a very novel concept of the mRNA… https://t.co/mklAgO3nHu
12/09/2013 06:54,Had my second #PfizerBioNTech  vaccine today thanks to my lovely GP surgery colleagues ✅💉
28/12/2010 19:17,"@jbecole Didn’t realise she’d had dose 1. #PfizerBioNTech one?
She must have the 2nd dose, and will.
A friend of mi… https://t.co/DUxWpv4aJ1"
20/05/2018 21:40,Discussions surrounding a change to a single dose versus the scheduled double dose. Main players in the market for… https://t.co/ZTjuia1sal
29/09/2011 15:07,The #PfizerBioNTech #COVID #vaccine is delivered frozen🥶and must be CAREFULLY reconstituted onsite by our pharmacy… https://t.co/lrwNf4qx71
02/02/2010 19:49,How did our employees feel after the COVID-19 vaccine? #LittleVialsofHope #HealthcareHeroes #PfizerBioNTech https://t.co/9c4QVIrxV7
27/02/2009 12:41,Thanks to the genius of biontech and the hard work of Pfizer my parents could be vaccinated today. #Biontech #Pfizer #PfizerBioNTech
06/08/2011 14:48,@DrHannahMorgan @MattHancock @MartinRCGP Of course you can. However I don’t agree that there is any evidence base t… https://t.co/IuGSsoiNLY
19/07/2015 00:08,"It makes a mockery of the consent process and GMP, leaves the risk of vaccine resistance, as well as leaving thousa… https://t.co/5uzwloCvv4"
10/09/2020 19:03,7-#COVIDVaccine trial participants have died from both #PfizerBioNTech &amp; #Moderna vaccines. No information about th… https://t.co/VTPmYJ0CSj
10/09/2020 19:03,"5-MHRA guidelines to GP's: 1. Any person with a history of a significant allergic reaction to a vaccine, medicine o… https://t.co/zGH0BPJKTT"
10/09/2020 19:03,"3-2% (5K+) of all those given #PfizerBioNTech vaccine in #US had ""Health Impact Events"" ""unable to perform normal d… https://t.co/otXJ4IAuRQ"
26/05/2012 12:30,Got a phone call from my Dad’s nursing home earlier today seeking consent for him to receive the #PfizerBioNTech Co… https://t.co/oPUisH6ZZz
29/06/2011 09:52,"Before “Turks are coming!”, after “Turks invents vaccine!”.

Summary. Not a direct translate.

By lovely:… https://t.co/MO4ixxEM2C"
30/01/2011 01:17,"Covid Vaccine Dose #1: 02/01/2021 👩🏻‍⚕️💉🦠.  #Grateful #ScienceFirst
#PfizerBioNTech #CovidVaccine #INNSZ https://t.co/RyDob0RK5w"
28/09/2018 21:20,"2 days post COVID-19 vaccine dose 1...

Pros: Arm not even sore. Managed an upper body work out at the gym.

Cons:… https://t.co/otIlB1Pc01"
21/07/2009 15:03,"It ONLY reach ~95% if BOTH shots done within 3-4 w!
AUTO-translated:
How #PfizerBioNTech 's #vaccine works
What it… https://t.co/wAKjcS7lAv"
28/05/2011 23:17,Returning to the COVID Unit at the Hamilton General  @HamHealthSci in the middle of wave 2 but now powered with the… https://t.co/xTm9njNi45
20/01/2013 02:22,"@cliodiaspora @JimMFelton It didn't come out of thin air, I'm afraid. I was listening to a phone in to a radio stat… https://t.co/tRrM3KZjPH"
09/07/2013 04:14,Mexican doctor hospitalized after receiving the #PfizerBioNTech - COVID-19 vaccine https://t.co/zqc74oJYVE
12/07/2010 16:35,"The @WHO World Health Organization has approved the #PfizerBioNTech #vaccine  for emergency use, paving the way for… https://t.co/SVuMe8NQc9"
25/11/2020 18:12,"(1/3) With COVID-19 Vaccines beginning to roll out, #concern has been raised about people being able to privately… https://t.co/D6DKqCr9vE"
24/08/2009 13:19,“The ministry added that the doctor has a history of allergic reactions and said that there is no evidence from cli… https://t.co/QpHBiKhSUr
29/09/2010 08:17,"Editorial: Having entered the health centre for #PfizerBioNTech #vaccine with a mask, the #Cyprus president made ma… https://t.co/5f2D4DRMqB"
10/03/2019 00:33,Welcoming 2021 in the most exciting manner. Happy vaccination day (part 1)! Grateful to @CAMHnews @MGHToronto to be… https://t.co/95HvD4hmVK
14/08/2013 02:13,Oh happy day! 🥰 #PfizerBioNTech #RibosomeAtWork #VaccinesWork https://t.co/539qUd8h8L
06/12/2013 22:55,The #UK's AstraZeneca vaccine is less effective than US's #PfizerBioNTech and #Moderna. #UK Government ordered insu… https://t.co/o40Z55ODE8
17/01/2009 10:58,Calls to conduct research on effectiveness of clanging utensils is being given now. #corona #COVID19 #COVIDIOTS… https://t.co/44MonsV4hy
15/03/2009 07:00,"In the World's 2nd populous nation, the sight &amp; sound of Covid19 vaccine seems promising. #PulsePolio was a success… https://t.co/61GWVnVFAz"
18/09/2019 14:53,"More than one million people in Israel have now received the first of the two doses of the vaccine.

#Israel #Covid… https://t.co/0ERNgr1k81"
08/12/2011 17:40,"Maj. Gen. Mohammed Al Marri, Director General of the General Directorate of Residency &amp; Foreigners Affairs (GDRFA)… https://t.co/qdeSN9v7Df"
07/11/2013 00:01,Coronavirus: Israel leads vaccine race with 12% given jab #COVID19 #coronavirus #CoronaVaccine #PfizerVaccine… https://t.co/K627Y1WmTP
23/07/2012 16:45,@_snowbunting Both #PfizerBioNTech and #astraseneca have both said plenty of vaccines available from next week
03/12/2011 02:19,"“Now this is not the end. It is not even the beginning of the end. But it is, perhaps, the end of the beginning.”… https://t.co/N4URpM5R9H"
22/09/2013 13:56,"2 November 2019 , #crook #PfizerBioNTech had already ordered 800 M glass for #vaccines. Nuremberg trial is on the w… https://t.co/4pSJTcfmD0"
23/09/2019 14:10,"Dr has died days after taking the #COVID19 #PfizerVaccine #PfizerBioNTech
Read the report from USA Today 👇
https://t.co/qCS4GNuQF9"
28/01/2011 04:52,@cdube_sante We must respect the manufacturer’s prescribing information based on the clinical studies or we could e… https://t.co/bGz169E58e
11/12/2013 18:57,"Ps. 
Nope.They didn't have any side effects after taking the vaccine.
Just a bit of discomfort on the injected area… https://t.co/J4bRETVedp"
19/05/2010 15:28,Palestinians excluded from Israeli Covid vaccine rollout as jabs go to settlers | @olireports @iHaZeMi @guardian… https://t.co/HK62oEScTS
10/05/2009 21:40,"@thomaskaine5 Had #PfizerBioNTech . Mild arm soreness 24 hours, fatigue 48 hours and mild backache for about 24 hours. 

Peachy thereafter."
28/06/2019 20:08,"Similar safety profile as other viral vaccines for #PfizerBioNTech #Pfizer #COVID19  vaccine.

https://t.co/sUE6sGDqhK"
13/08/2020 18:42,Seeing #Israel haters attack and cry on social media whenever they see an Israeli achievement or success brings joy… https://t.co/pg96FqXOow
24/02/2009 10:13,Thanks to our fabulous #NHS and #PfizerBioNTech I got jabbed today 💪
27/04/2020 23:46,"Got my first dose of the @moderna_tx Vaccine. Incredibly grateful to my scientist colleagues. 
I urge you to take y… https://t.co/jBZvlB6DqE"
09/06/2009 15:08,"Pfizer also gave some side effects. Yet this was for people with allergic reactions earlier.

In any case, vaccinat… https://t.co/XS0z7XYr8H"
10/03/2012 08:03,"Why is there not a massive protest against this @BorisJohnson government throwing out the science, playing Russian… https://t.co/PwJh2DR59X"
13/03/2019 18:12,"¿@PfizerMx , is that you? 
#vaccine #vaccinations #PfizerBioNTech https://t.co/RgQila7TvI"
21/09/2020 01:06,Thank you #scientists !!💉🎉 #COVID19vaccine #Pfizer #PfizerBioNTech https://t.co/63eACTRafY
08/08/2013 02:59,@margbrennan @FaceTheNation @moderna_tx Please! Why amplify this preposterous suggestion from Sloaui who should be… https://t.co/Ojeb8VbDJj
25/07/2009 08:41,#Jordan has struck a deal with #PfizerBioNTech to buy 1 million doses of their #COVID19 vaccine and another 2 milli… https://t.co/IKy1QOfA2C
17/05/2017 13:33,"@MikeOzfowler @martijnoostveen @TIME Please check this !
You will understand why so many question marks remain abou… https://t.co/AcEZ4QGkzD"
12/06/2012 21:29,"In just 10 days, I'll have my second dose of the #PfizerBioNTech vaccine."
25/02/2011 00:00,"@AndrewJohnKidd @RobertSyms @nadhimzahawi Yeah, tell that to the elderly person in tears of confusion about whether… https://t.co/bXk5CBDCjg"
15/11/2011 15:42,Ouch. #VaccineStrategy #vaccinations #PfizerVaccine #PfizerBioNTech #PfizerCovidVaccine #Covid https://t.co/g7PXsIltAU
22/10/2017 21:28,"As Covid-19 Vaccines Become Available, Americans Are Less Interested In Getting Vaccinated #Covid19Vaccines… https://t.co/TF2YKZrSwD"
04/09/2013 14:54,Realistically speaking what is the effectiveness of #OxfordVaccine compared to #PfizerBioNTech? And if it’s less ef… https://t.co/82sq7Ictp6
29/09/2018 07:47,Israel has already injected Pfizer-BioNTech vaccine in 12 percent of its population #PfizerVaccine #PfizerBioNTech… https://t.co/oDtwURAYSS
23/07/2012 16:45,"@bones49280103 Both myself and my husband had the #PfizerBioNTech both well, no extra legs, toes or fingers. Thank… https://t.co/x4YnFkQNLt"
27/01/2009 18:46,Sitting in the hospital waiting for the Covid 19 vaccine. I'M SO READY. #PfizerBioNTech
07/11/2013 20:42,Very useful #CovidVaccine  statement by @BritishIMA . 👌🏾 In summary our #Muslim patients can have the… https://t.co/SpxOI3hyv3
10/03/2019 04:59,"Head To Head: Covishield V/S Pfizer-BioNTech Which Is The Better COVID-19 Vaccine Right Now?

#Covishield #Pfizer… https://t.co/XOGd8VIFCz"
21/02/2010 14:24,Day 1 after #PfizerBioNTech #vaccinations ended with some arm soreness due to 💉but nothing major. On Day 2 had less… https://t.co/U2KP4QexEj
18/09/2010 00:38,"#1 down, #1 to go. #PfizerBioNTech 
Let’s fight #COVID19 https://t.co/6X8gcmb5FD"
